,tweets,cleaned_tweets
4571,"I can believe it, but my ass still isn't getting in a plane or airport for a while unless it's life or death importance. Not happening. If I haven't eaten in a restaurant since early March, I sure as hell ain't flying yet.

https://t.co/XadpKyqEgZ",ass plane airport life death eaten restaur earli march hell fli
4572,"@OKBJGM She went to Harvard, found she didn’t like it, died and then her mom, Luke, &amp; Sookie went back in time and found her at Yale. Lorelei has this wonderful speech yelling at an alien invasion.",die mom luke sooki time yale lorelei speech yell alien invas
4573,"@fadstidious @oldmanstan1 @kaitlancollins I'm sure you're being sarcastic, but for good measure...
https://t.co/TCywVOGc9Q",sarcast good measur
4574,2. Harvard and Yale. Thank you Gilmore girls for that one https://t.co/8EicsFh4Hv,yale gilmor girl
4575,"Meet Coach G, the only Black man in Harvard, Nebraska. I had so many feelings listening to this episode, the latest from the Resistance team. We don't hear nearly enough from Black voices in the so-called heartland. https://t.co/G5xW7nLjxx",meet coach black man nebraska feel listen episod latest resist team hear black voic heartland
4576,"#OnThisDay 1636: A vote of the Great and General Court of the Massachusetts Bay Colony establishes the first college in what would become the United States, today known as Harvard University.",onthisday vote great general court massachusett bay coloni establish colleg unit state today
4577,@kaitlancollins It’s time for @Harvard to rescind his degree or admit that allowing rich parents to buy their children’s admission is a bad policy that will not continue.,time rescind degre admit rich parent buy children admiss bad polici continu
4578,@dr34mb0y sky ferreira was a sociological study conducted by harvard university. we are now complete with our study. thank you for your time.,sky ferreira sociolog studi conduct complet studi time
4579,"@Independent This dude's CONVICTED CRIMINAL daddy paid $2 million to get him into Harvard, which his prep school headmaster is on record saying he didn't have the grades for.",dude convict crimin daddi paid prep school headmast record grade
4580,"@oldmanstan1 @kaitlancollins Well, umm, he did go to Harvard.",umm
4581,@karaswisher @tedcruz Is @tedcruz ‘s law degree really from Harvard?,law degre
4582,"GUYS
My sister — a doc — just matched to HARVARD! I could not be a prouder older sibling. She has worked effing HARD. 😭💚",guy sister doc match prouder older sibl work
4583,@EmmanuelUyouko Erection were go Harvard...,erect
4584,"@Sports_bios Wouldn't be hard to absorb $RIGL because it only has 163 employees. Lead drug (fostamatinib AKA Tavalisse) patent doesn't expire until 2032. Market cap is 415M with 92M in cash. Fostamatinib is being explored by Harvard, NIH, UK NHS for adaptive reuse to address Covid-19.",absorb rigl employe lead drug fostamatinib aka tavaliss patent expir market cap cash fostamatinib explor nih nhs adapt reus address
4585,"https://t.co/G7lyfwKuPS We have a new episode out today. This one features the 90s Chris Rock classic CB4. But it's also the story of the only black man in Harvard, Nebraska putting on the first BLM protest his small town has ever seen. Go ahead and tap that link to meet Coach G.",episod today featur chris rock classic stori black man nebraska blm protest small town ahead tap link meet coach
4586,Next semester I'm going to Harvard to learn how to be ah great Babyy Daddyy! B4 and after the baby is made....😂,semest learn great babyy daddyy babi
4587,Very cool work!! https://t.co/IWKdHpLWjU via @wyssinstitute,cool work
4588,Lagos traffic na traffic wey go Harvard no cap! Journey of 20 minutes in 2hrs 19mins... I hail o,lago traffic traffic wey cap journey minut hail
4589,The hidden long-term cognitive effects of COVID-19 - https://t.co/jqDyxJLEPt via @shareaholic,hidden long term cognit
4590,@gregjensen74 @Casey He's talking a researcher at Harvard relating an increase in certain cancers from pop. that drink cows milk. Specifically its the estrogen in the milk due to the milking process w/ pregnant cows. Tumors need hormones to grow.etc. u can go to skim milk as hormones are fat soluble,talk increas cancer pop drink cow milk estrogen milk milk process pregnant cow tumor hormon grow skim milk hormon fat solubl
4591,@LepapillonBlu No one in trumps orbit GET IT ! He went to Harvard ? He should ask for his money back ! He hasn’t learned 💩,trump orbit money learn
4592,Breakthrough blood test developed for brain tumors https://t.co/eVBVlTGnCZ via @Harvard #BrainTumorThursday #BTSM,breakthrough blood test develop brain tumor braintumorthursday btsm
4593,"Radcliffe Panelists Link Systemic Racism, Obesity, COVID-19 | News | The Harvard Crimson https://t.co/8yMTUQKesf",radcliff panelist link racism obes news crimson
4594,"@2Sox3Pawz @LucPicat @aawayne @maggieNYT @jaredkushner @Harvard @nyulaw Jared, (Jughead) is just as crooked as his father and father-in-law. His father in jail,  his father-in-law heading that way. His elitest comment reflects his upbringing of privilege It's right there in the open, generational racism on a silver spoon.",jare jughead crook father father law father jail father law head elitest comment reflect upbring privileg open generat racism silver spoon
4595,@chillywillers I remember when Harvard Business Review was a respected periodical,rememb busi review period
4596,"@reid_bankston @SInow No need for insults but I'll brush it off. Are the people at Harvard also morons
https://t.co/O1dTi0o1ZW",insult brush peopl moron
4597,"Tfw one has a pretty straightforward disagreement with another student on a fb thread and three years later people are still self-publishing articles citing it as an example of the dangers of cancel culture at Harvard Universität (infamously, a bastion of Marxist thought).",tfw pretti straightforward disagr student thread year peopl publish articl cite danger cancel cultur universitat infam bastion marxist thought
4598,"Practicing self-care during grad school can be tough. As therapists-in-training, it can feel difficult to work into everything we juggle day-to-day. What’s your favorite self-care method?
https://t.co/6gu2C2hNgN
#WAMFTStudents https://t.co/GL56Gj7gIH",practic care grad school tough therapist train feel difficult work juggl day day favorit care method wamftstud
4599,"Oct 28th 2003: Mark Zuckerberg launches https://t.co/hcgx1IL1Bf, a Harvard University version of https://t.co/Dg4z6Gya7x. (The Social Network)",oct mark zuckerberg launch version social network
4600,@ryanbeckwith maybe if he'd attended a few classes at Harvard he wouldn't be so stupid.,attend class stupid
4601,@kaitlancollins This precisely why we need QUALIFIED people in charge. Not trust fund baby’s whose Dad bought his way into Harvard and who got their WH job from their shoe designing wife’s father in law.,precis qualifi peopl charg trust fund babi dad bought job shoe design wife father law
4602,"Hosting a Zoom meeting or conference that will have more than 300 attendees? Learn more about Zoom webinars, which allows for more than 300 attendees, and how you can prepare for these events: https://t.co/Rwfp02T3Fk",host zoom meet confer attende learn zoom webinar attende prepar event
4603,@Fiercelawyer @mchooyah Probably a Harvard and Wharton degree..,wharton degre
4604,There’s a reason they call Harvard the Alabama of the north https://t.co/CT1f0xDPGC,alabama north
4605,Chris Wallace went to Harvard.,chris wallac
4606,Lewis Sargentich: Liberal Legality... @Harvard_Law https://t.co/Qiqhc6l4dp,lewi sargentich liber legal
4607,Arizona Congressman Compares His Grueling Harvard Admission Story To Jared Kushner's https://t.co/cTzKnUewVe via @Yahoo,arizona congressman compar gruel admiss stori jare kushner
4608,"Check this out, ""The Complete Harvard Classics - ALL 71 Volumes."" All 37,452 pages for only $1.99 on #Kindle. https://t.co/OduGKOgb5C",check complet classic volum kindl
4609,"@kaitlancollins How did this guy get accepted into Harvard? Oh that's right, his daddy made a ""donation"".",guy accept daddi donat
4610,Wow! @RubenGallego what a true American success story. And thank you for your military service #Harvard https://t.co/LxZtKGnTXR,wow true american stori militari servic
4611,"@srrruhtra @ginnyhogan_ I started as a special education teacher, and 14 years ago, became a nurse. Incidentally, have also spent last 14 years living in a state with self service gas only for first time in life. I think I found my 5 year old self some wins. But, Harvard. Always Harvard.",start special educ teacher year ago nurs incident spent year live state servic gas time life year win
4612,harvard???/? https://t.co/F0tPry2ytE,
4613,"@Steverocks35 Cruz had better: he’s Harvard Law, and a Princeton public policy graduate.",cruz law princeton public polici graduat
4614,"@Steverocks35 Hmm, maybe he doesn’t. (Though Obama somehow is normal despite Harvard.)",hmm obama
4615,"Meet @SriPKulkarni, a former US Foreign Service Officer who speaks 6 languages, went to UT &amp; Harvard. His opponent, Sheriff Troy Nehls, was fired twice from the Richmond PD for 20 citations of misconduct, including obstructing justice, destroying evidence &amp; improper arrests.  1/",meet foreign servic offic speak languag oppon sheriff troy nehl richmond citat misconduct includ obstruct justic destroy evid improp arrest
4616,"@NewYorker @JeannieSGersen It sure would be fun if Harvard Law professors had a grade-school understanding of how the 25th Amendment works.

Instead we get partisan hacks saying we should weaponize it, oblivious to the reality that Republicans will expand their weaponization and take over forever.",fun law professor grade school understand amend work partisan hack weapon oblivi realiti republican expand weapon forev
4617,"You know we're fucked when even Harvard Law Professor @JeannieSGersen has no idea what the 25th Amendment is for, so wants to weaponize it for partisan purposes.

But sure, Republicans won't adopt your civics fail and take over forever.

#6thGradeCivics

https://t.co/4HvYV2fdVk",fuck law professor idea amend weapon partisan purpos republican adopt civic fail forev
4618,"""The game is becoming a freaking joke because of the nerds who are running it. These guys played Rotisserie baseball at Harvard or wherever the fuck they went and they thought they figured the fucking game out. They don't know shit.""
Goose Gossage",game freak joke nerd guy play rotisseri basebal fuck thought figur fuck game shit goos gossag
4619,@qveenaleesha Police kill 98% men.  Are they sexist against men or do men commit more violent crime?   Harvard and Yale studies on police brutality have shown 90% use of lethal force are against an armed suspect using their weapon against police or another citizen.,polic kill men sexist men men commit violent crime yale studi polic brutal lethal forc arm suspect weapon polic citizen
4620,"lmao this girl came for michelle’s husband’s record. an entire harvard and columbia- educated, two-term country president, attorney, 1st black president of harvard’s law review, nyt bestselling author.

a girl who models consumer goods for a living. y’all this is a comedy.",lmao girl michell husband record columbia educ term countri presid attorney black presid law review nyt bestsel author girl model consum good live comedi
4621,Harvard-Yale Duopoly on Clerks Doesn’t Fit Barrett’s Background https://t.co/Sa0SPxd6cn,yale duopoli clerk fit barrett background
4622,"Somebody forgot to tell Jared Kushner that the coronavirus wasn't going to follow his rules.

.@Harvard, how proud are you of your graduate?

https://t.co/EEyVZRoHKq",forgot jare kushner coronavirus rule graduat
4623,"@TurdHammelson @RubenGallego After earning a spot in Harvard, he left after his Sophomore year because, in his own words, he wasn't ready for the demands.

He enlisted in the Marines.  Then returned to Harvard and earned his degree.

Sounds like a hard-working vet you're making fun off.

GFY.",earn spot left sophomor year readi demand enlist marin return earn degre sound work vet fun gfi
